location,iso_code,date,people_vaccinated_per_hundred,daily_vaccinations_per_million
Seychelles,SYC,2/8/2021,38.35,9610
Seychelles,SYC,2/9/2021,38.36,11826
Seychelles,SYC,2/10/2021,38.36,15935
Singapore,SGP,1/11/2021,0.06,
Singapore,SGP,1/12/2021,0.11,479
Singapore,SGP,1/13/2021,,699
Singapore,SGP,1/14/2021,,773
Singapore,SGP,1/15/2021,,809
Singapore,SGP,1/16/2021,,831
Singapore,SGP,1/17/2021,,846
Singapore,SGP,1/18/2021,,857
Singapore,SGP,1/19/2021,,920
Singapore,SGP,1/20/2021,,920
Singapore,SGP,1/21/2021,,920
Singapore,SGP,1/22/2021,1.03,920
Singapore,SGP,1/23/2021,,1047
Singapore,SGP,1/24/2021,,1175
Singapore,SGP,1/25/2021,,1303
Singapore,SGP,1/26/2021,,1431
Singapore,SGP,1/27/2021,1.93,1558
Singapore,SGP,1/28/2021,,1683
Singapore,SGP,1/29/2021,,1808
Singapore,SGP,1/30/2021,,1806
Singapore,SGP,1/31/2021,2.65,1803
Singapore,SGP,2/1/2021,,1861
Singapore,SGP,2/2/2021,2.99,1918
Singapore,SGP,2/3/2021,,1888
Singapore,SGP,2/4/2021,,1861
Singapore,SGP,2/5/2021,,1833
Singapore,SGP,2/6/2021,,1806
Singapore,SGP,2/7/2021,,1778
Singapore,SGP,2/8/2021,,1690
Singapore,SGP,2/9/2021,,1602
Singapore,SGP,2/10/2021,4.27,1602
Slovakia,SVK,1/4/2021,0,
Slovakia,SVK,1/5/2021,0.01,78
Slovakia,SVK,1/6/2021,0.12,606
Slovakia,SVK,1/7/2021,0.25,834
Slovakia,SVK,1/8/2021,0.38,948
Slovakia,SVK,1/9/2021,0.41,817
Slovakia,SVK,1/10/2021,0.46,774
Slovakia,SVK,1/11/2021,0.54,770
Slovakia,SVK,1/12/2021,0.73,1035
Slovakia,SVK,1/13/2021,0.86,1050
Slovakia,SVK,1/14/2021,0.99,1060
Slovakia,SVK,1/15/2021,1.14,1082
Slovakia,SVK,1/16/2021,1.16,1075
Slovakia,SVK,1/17/2021,1.16,997
Slovakia,SVK,1/18/2021,1.31,1121
Slovakia,SVK,1/19/2021,1.45,1052
Slovakia,SVK,1/20/2021,1.58,1081
Slovakia,SVK,1/21/2021,1.7,1078
Slovakia,SVK,1/22/2021,1.82,1049
Slovakia,SVK,1/23/2021,1.83,1021
Slovakia,SVK,1/24/2021,1.83,1020
Slovakia,SVK,1/25/2021,1.95,1024
Slovakia,SVK,1/26/2021,2.08,1006
Slovakia,SVK,1/27/2021,2.2,984
Slovakia,SVK,1/28/2021,2.35,1047
Slovakia,SVK,1/29/2021,2.52,1178
Slovakia,SVK,1/30/2021,2.55,1208
Slovakia,SVK,1/31/2021,2.55,1215
Slovakia,SVK,2/1/2021,2.71,1288
Slovakia,SVK,2/2/2021,2.88,1420
Slovakia,SVK,2/3/2021,3.05,1541
Slovakia,SVK,2/4/2021,3.21,1665
Slovakia,SVK,2/5/2021,3.36,1750
Slovakia,SVK,2/6/2021,3.4,1786
Slovakia,SVK,2/7/2021,3.4,1783
Slovakia,SVK,2/8/2021,3.54,1768
Slovakia,SVK,2/9/2021,3.67,1832
Slovakia,SVK,2/10/2021,3.78,1852
Slovakia,SVK,2/11/2021,3.91,1828
Slovenia,SVN,12/27/2020,0.28,
Slovenia,SVN,12/28/2020,0.35,744
Slovenia,SVN,12/29/2020,0.41,637
Slovenia,SVN,12/30/2020,0.43,495
Slovenia,SVN,12/31/2020,0.51,576
Slovenia,SVN,1/1/2021,0.52,475
Slovenia,SVN,1/2/2021,0.54,428
Slovenia,SVN,1/3/2021,0.56,405
Slovenia,SVN,1/4/2021,0.62,374
Slovenia,SVN,1/5/2021,0.73,465
Slovenia,SVN,1/6/2021,0.98,785
Slovenia,SVN,1/7/2021,1.23,1028
Slovenia,SVN,1/8/2021,1.38,1238
Slovenia,SVN,1/9/2021,1.4,1227
Slovenia,SVN,1/10/2021,1.4,1189
Slovenia,SVN,1/11/2021,1.42,1147
Slovenia,SVN,1/12/2021,1.5,1102
Slovenia,SVN,1/13/2021,1.73,1071
Slovenia,SVN,1/14/2021,2.05,1166
Slovenia,SVN,1/15/2021,2.28,1273
Slovenia,SVN,1/16/2021,2.29,1279
Slovenia,SVN,1/17/2021,2.29,1279
Slovenia,SVN,1/18/2021,2.29,1261
Slovenia,SVN,1/19/2021,2.32,1289
Slovenia,SVN,1/20/2021,2.38,1281
Slovenia,SVN,1/21/2021,2.44,1127
Slovenia,SVN,1/22/2021,2.5,948
Slovenia,SVN,1/23/2021,2.51,975
Slovenia,SVN,1/24/2021,2.51,985
Slovenia,SVN,1/25/2021,2.51,970
Slovenia,SVN,1/26/2021,2.51,943
Slovenia,SVN,1/27/2021,2.53,961
Slovenia,SVN,1/28/2021,2.55,1067
Slovenia,SVN,1/29/2021,2.57,1227
Slovenia,SVN,1/30/2021,2.57,1185
Slovenia,SVN,1/31/2021,2.57,1175
Slovenia,SVN,2/1/2021,2.58,1177
Slovenia,SVN,2/2/2021,2.58,1131
Slovenia,SVN,2/3/2021,2.58,1124
Slovenia,SVN,2/4/2021,2.62,1220
Slovenia,SVN,2/5/2021,2.63,1292
Slovenia,SVN,2/6/2021,2.63,1327
Slovenia,SVN,2/7/2021,2.63,1327
Slovenia,SVN,2/8/2021,2.65,1351
Slovenia,SVN,2/9/2021,2.66,1282
Slovenia,SVN,2/10/2021,2.77,1175
Slovenia,SVN,2/11/2021,3.05,1141
Spain,ESP,1/4/2021,0.18,
Spain,ESP,1/5/2021,0.3,1209
Spain,ESP,1/6/2021,,968
Spain,ESP,1/7/2021,0.44,888
Spain,ESP,1/8/2021,0.59,1043
Spain,ESP,1/9/2021,,1017
Spain,ESP,1/10/2021,,1000
Spain,ESP,1/11/2021,0.87,988
Spain,ESP,1/12/2021,1.04,1066
Spain,ESP,1/13/2021,1.24,1248
Spain,ESP,1/14/2021,1.45,1433
Spain,ESP,1/15/2021,1.64,1500
Spain,ESP,1/16/2021,,1501
Spain,ESP,1/17/2021,,1502
Spain,ESP,1/18/2021,1.92,1503
Spain,ESP,1/19/2021,2.05,1460
Spain,ESP,1/20/2021,2.16,1358
Spain,ESP,1/21/2021,2.25,1305
Spain,ESP,1/22/2021,2.35,1213
Spain,ESP,1/23/2021,,1191
Spain,ESP,1/24/2021,2.46,1169
Spain,ESP,1/25/2021,2.5,1202
Spain,ESP,1/26/2021,2.53,1193
Spain,ESP,1/27/2021,2.57,1130
Spain,ESP,1/28/2021,2.61,1133
Spain,ESP,1/29/2021,,1080
Spain,ESP,1/30/2021,,1108
Spain,ESP,1/31/2021,2.68,1136
Spain,ESP,2/1/2021,2.68,1167
Spain,ESP,2/2/2021,2.71,1248
Spain,ESP,2/3/2021,2.74,1435
Spain,ESP,2/4/2021,2.79,1570
Spain,ESP,2/5/2021,,1552
Spain,ESP,2/6/2021,,1533
Spain,ESP,2/7/2021,2.82,1515
Spain,ESP,2/8/2021,2.84,1510
Spain,ESP,2/9/2021,2.87,1431
Spain,ESP,2/10/2021,2.95,1391
Sri Lanka,LKA,1/28/2021,,
Sri Lanka,LKA,1/29/2021,,247
Sri Lanka,LKA,1/30/2021,,883
Sri Lanka,LKA,1/31/2021,,921
Sri Lanka,LKA,2/1/2021,,1116
Sri Lanka,LKA,2/2/2021,,1109
Sri Lanka,LKA,2/3/2021,,1089
Sri Lanka,LKA,2/4/2021,,976
Sri Lanka,LKA,2/5/2021,,1008
Sri Lanka,LKA,2/6/2021,,816
Sri Lanka,LKA,2/7/2021,,685
Sri Lanka,LKA,2/8/2021,,482
Sri Lanka,LKA,2/9/2021,,370
Sri Lanka,LKA,2/10/2021,,246
Sweden,SWE,12/27/2020,0.02,
Sweden,SWE,12/28/2020,,174
Sweden,SWE,12/29/2020,,174
Sweden,SWE,12/30/2020,,174
Sweden,SWE,12/31/2020,,174
Sweden,SWE,1/1/2021,,174
Sweden,SWE,1/2/2021,,174
Sweden,SWE,1/3/2021,0.14,174
Sweden,SWE,1/4/2021,,216
Sweden,SWE,1/5/2021,,258
Sweden,SWE,1/6/2021,,300
Sweden,SWE,1/7/2021,,342
Sweden,SWE,1/8/2021,,384
Sweden,SWE,1/9/2021,,426
Sweden,SWE,1/10/2021,0.47,468
Sweden,SWE,1/11/2021,,545
Sweden,SWE,1/12/2021,,623
Sweden,SWE,1/13/2021,,700
Sweden,SWE,1/14/2021,,777
Sweden,SWE,1/15/2021,,855
Sweden,SWE,1/16/2021,,932
Sweden,SWE,1/17/2021,1.17,1009
Sweden,SWE,1/18/2021,,1085
Sweden,SWE,1/19/2021,,1160
Sweden,SWE,1/20/2021,,1235
Sweden,SWE,1/21/2021,,1311
Sweden,SWE,1/22/2021,,1386
Sweden,SWE,1/23/2021,,1462
Sweden,SWE,1/24/2021,2.16,1537
Sweden,SWE,1/25/2021,,1486
Sweden,SWE,1/26/2021,,1434
Sweden,SWE,1/27/2021,,1382
Sweden,SWE,1/28/2021,,1331
Sweden,SWE,1/29/2021,,1279
Sweden,SWE,1/30/2021,,1228
Sweden,SWE,1/31/2021,2.75,1176
Sweden,SWE,2/1/2021,,1043
Sweden,SWE,2/2/2021,,911
Sweden,SWE,2/3/2021,,778
Sweden,SWE,2/4/2021,2.73,645
Sweden,SWE,2/5/2021,2.84,809
Sweden,SWE,2/6/2021,,785
Sweden,SWE,2/7/2021,,762
Sweden,SWE,2/8/2021,,871
Sweden,SWE,2/9/2021,3.06,980
Sweden,SWE,2/10/2021,3.14,1198
Sweden,SWE,2/11/2021,3.28,1592
Switzerland,CHE,12/23/2020,,
Switzerland,CHE,12/24/2020,,347
Switzerland,CHE,12/25/2020,,347
Switzerland,CHE,12/26/2020,,347
Switzerland,CHE,12/27/2020,,347
Switzerland,CHE,12/28/2020,,347
Switzerland,CHE,12/29/2020,,347
Switzerland,CHE,12/30/2020,,347
Switzerland,CHE,12/31/2020,,347
Switzerland,CHE,1/1/2021,,347
Switzerland,CHE,1/2/2021,,347
Switzerland,CHE,1/3/2021,,347
Switzerland,CHE,1/4/2021,,347
Switzerland,CHE,1/5/2021,,347
Switzerland,CHE,1/6/2021,,347
Switzerland,CHE,1/7/2021,,347
Switzerland,CHE,1/8/2021,,347
Switzerland,CHE,1/9/2021,,347
Switzerland,CHE,1/10/2021,,347
Switzerland,CHE,1/11/2021,,347
Switzerland,CHE,1/12/2021,,347
Switzerland,CHE,1/13/2021,,347
Switzerland,CHE,1/14/2021,,347
Switzerland,CHE,1/15/2021,,442
Switzerland,CHE,1/16/2021,,538
Switzerland,CHE,1/17/2021,,634
Switzerland,CHE,1/18/2021,,730
Switzerland,CHE,1/19/2021,,825
Switzerland,CHE,1/20/2021,,1269
Switzerland,CHE,1/21/2021,,1713
Switzerland,CHE,1/22/2021,,1720
Switzerland,CHE,1/23/2021,,1726
Switzerland,CHE,1/24/2021,,1733
Switzerland,CHE,1/25/2021,,1801
Switzerland,CHE,1/26/2021,,1869
Switzerland,CHE,1/27/2021,,1590
Switzerland,CHE,1/28/2021,,1310
Switzerland,CHE,1/29/2021,,1372
Switzerland,CHE,1/30/2021,,1657
Switzerland,CHE,1/31/2021,,1942
Switzerland,CHE,2/1/2021,,2021
Switzerland,CHE,2/2/2021,,2101
Switzerland,CHE,2/3/2021,,2180
Switzerland,CHE,2/4/2021,,2150
Switzerland,CHE,2/5/2021,,2121
Switzerland,CHE,2/6/2021,,1868
Switzerland,CHE,2/7/2021,,1615
Turkey,TUR,1/13/2021,,
Turkey,TUR,1/14/2021,,3313
Turkey,TUR,1/15/2021,,3656
Turkey,TUR,1/16/2021,,2675
Turkey,TUR,1/17/2021,,2094
Turkey,TUR,1/18/2021,,1974
Turkey,TUR,1/19/2021,,1879
Turkey,TUR,1/20/2021,,1783
Turkey,TUR,1/21/2021,,1424
Turkey,TUR,1/22/2021,,992
Turkey,TUR,1/23/2021,,932
Turkey,TUR,1/24/2021,,912
Turkey,TUR,1/25/2021,,797
Turkey,TUR,1/26/2021,,779
Turkey,TUR,1/27/2021,,796
Turkey,TUR,1/28/2021,,978
Turkey,TUR,1/29/2021,,1230
Turkey,TUR,1/30/2021,,1243
Turkey,TUR,1/31/2021,,1256
Turkey,TUR,2/1/2021,,1412
Turkey,TUR,2/2/2021,,1387
Turkey,TUR,2/3/2021,,1390
Turkey,TUR,2/4/2021,,1361
Turkey,TUR,2/5/2021,,1070
Turkey,TUR,2/6/2021,,1086
Turkey,TUR,2/7/2021,,1057
Turkey,TUR,2/8/2021,,894
Turkey,TUR,2/9/2021,,853
Turkey,TUR,2/10/2021,,765
Turkey,TUR,2/11/2021,,585
United Arab Emirates,ARE,1/5/2021,,
United Arab Emirates,ARE,1/6/2021,,3104
United Arab Emirates,ARE,1/7/2021,,3104
United Arab Emirates,ARE,1/8/2021,,3884
United Arab Emirates,ARE,1/9/2021,,4905
United Arab Emirates,ARE,1/10/2021,8.46,5263
United Arab Emirates,ARE,1/11/2021,,5745
United Arab Emirates,ARE,1/12/2021,,6490
United Arab Emirates,ARE,1/13/2021,,7765
United Arab Emirates,ARE,1/14/2021,,9246
United Arab Emirates,ARE,1/15/2021,,10464
United Arab Emirates,ARE,1/16/2021,,11231
United Arab Emirates,ARE,1/17/2021,,11500
United Arab Emirates,ARE,1/18/2021,,11617
United Arab Emirates,ARE,1/19/2021,,11407
United Arab Emirates,ARE,1/20/2021,,11072
United Arab Emirates,ARE,1/21/2021,,10374
United Arab Emirates,ARE,1/22/2021,,9722
United Arab Emirates,ARE,1/23/2021,,9083
United Arab Emirates,ARE,1/24/2021,,8739
United Arab Emirates,ARE,1/25/2021,,8660
United Arab Emirates,ARE,1/26/2021,,8844
United Arab Emirates,ARE,1/27/2021,,8714
United Arab Emirates,ARE,1/28/2021,,8993
United Arab Emirates,ARE,1/29/2021,,9642
United Arab Emirates,ARE,1/30/2021,,9928
United Arab Emirates,ARE,1/31/2021,,12225
United Arab Emirates,ARE,2/1/2021,,12562
United Arab Emirates,ARE,2/2/2021,,11916
United Arab Emirates,ARE,2/3/2021,,11556
United Arab Emirates,ARE,2/4/2021,,14166
United Arab Emirates,ARE,2/5/2021,,14715
United Arab Emirates,ARE,2/6/2021,,15703
United Arab Emirates,ARE,2/7/2021,,14151
United Arab Emirates,ARE,2/8/2021,,14052
United Arab Emirates,ARE,2/9/2021,,14798
United Arab Emirates,ARE,2/10/2021,,16179
United Arab Emirates,ARE,2/11/2021,,13618
United Kingdom,GBR,12/13/2020,0.13,
United Kingdom,GBR,12/14/2020,,1236
United Kingdom,GBR,12/15/2020,,1236
United Kingdom,GBR,12/16/2020,,1236
United Kingdom,GBR,12/17/2020,,1236
United Kingdom,GBR,12/18/2020,,1236
United Kingdom,GBR,12/19/2020,,1236
United Kingdom,GBR,12/20/2020,0.99,1236
United Kingdom,GBR,12/21/2020,,1159
United Kingdom,GBR,12/22/2020,,1081
United Kingdom,GBR,12/23/2020,,1003
United Kingdom,GBR,12/24/2020,,926
United Kingdom,GBR,12/25/2020,,848
United Kingdom,GBR,12/26/2020,,770
United Kingdom,GBR,12/27/2020,1.48,693
United Kingdom,GBR,12/28/2020,,713
United Kingdom,GBR,12/29/2020,,733
United Kingdom,GBR,12/30/2020,,753
United Kingdom,GBR,12/31/2020,,773
United Kingdom,GBR,1/1/2021,,793
United Kingdom,GBR,1/2/2021,,813
United Kingdom,GBR,1/3/2021,2.03,833
United Kingdom,GBR,1/4/2021,,1099
United Kingdom,GBR,1/5/2021,,1364
United Kingdom,GBR,1/6/2021,,1630
United Kingdom,GBR,1/7/2021,,1895
United Kingdom,GBR,1/8/2021,,2161
United Kingdom,GBR,1/9/2021,,2426
United Kingdom,GBR,1/10/2021,3.37,2692
United Kingdom,GBR,1/11/2021,3.58,2656
United Kingdom,GBR,1/12/2021,3.89,2742
United Kingdom,GBR,1/13/2021,4.3,2965
United Kingdom,GBR,1/14/2021,4.77,3258
United Kingdom,GBR,1/15/2021,5.24,3565
United Kingdom,GBR,1/16/2021,5.65,3770
United Kingdom,GBR,1/17/2021,5.98,3865
United Kingdom,GBR,1/18/2021,6.28,3955
United Kingdom,GBR,1/19/2021,6.79,4215
United Kingdom,GBR,1/20/2021,7.33,4379
United Kingdom,GBR,1/21/2021,7.93,4570
United Kingdom,GBR,1/22/2021,8.63,4890
United Kingdom,GBR,1/23/2021,9.36,5337
United Kingdom,GBR,1/24/2021,9.68,5322
United Kingdom,GBR,1/25/2021,10.1,5476
United Kingdom,GBR,1/26/2021,10.55,5404
United Kingdom,GBR,1/27/2021,11.01,5295
United Kingdom,GBR,1/28/2021,11.62,5302
United Kingdom,GBR,1/29/2021,12.34,5323
United Kingdom,GBR,1/30/2021,13.22,5567
United Kingdom,GBR,1/31/2021,13.69,5780
United Kingdom,GBR,2/1/2021,14.21,5930
United Kingdom,GBR,2/2/2021,14.76,6065
United Kingdom,GBR,2/3/2021,15.45,6396
United Kingdom,GBR,2/4/2021,16.16,6540
United Kingdom,GBR,2/5/2021,16.89,6557
United Kingdom,GBR,2/6/2021,17.7,6436
United Kingdom,GBR,2/7/2021,18.11,6347
United Kingdom,GBR,2/8/2021,18.63,6354
United Kingdom,GBR,2/9/2021,19.24,6434
United Kingdom,GBR,2/10/2021,19.9,6400
United States,USA,12/20/2020,0.17,
United States,USA,12/21/2020,0.18,173
United States,USA,12/22/2020,,381
United States,USA,12/23/2020,0.3,450
United States,USA,12/24/2020,,571
United States,USA,12/25/2020,,644
United States,USA,12/26/2020,0.58,692
United States,USA,12/27/2020,,632
United States,USA,12/28/2020,0.64,646
United States,USA,12/29/2020,,705
United States,USA,12/30/2020,0.84,763
United States,USA,12/31/2020,,834
United States,USA,1/1/2021,,904
United States,USA,1/2/2021,1.26,974
United States,USA,1/3/2021,,1007
United States,USA,1/4/2021,1.36,1041
United States,USA,1/5/2021,1.45,1015
United States,USA,1/6/2021,1.59,1073
United States,USA,1/7/2021,1.77,1131
United States,USA,1/8/2021,2,1256
United States,USA,1/9/2021,,1379
United States,USA,1/10/2021,,1634
United States,USA,1/11/2021,2.69,1890
United States,USA,1/12/2021,2.79,1918
United States,USA,1/13/2021,,2124
United States,USA,1/14/2021,2.9,2234
United States,USA,1/15/2021,3.17,2388
United States,USA,1/16/2021,,2427
United States,USA,1/17/2021,,2466
United States,USA,1/18/2021,,2504
United States,USA,1/19/2021,4.07,2725
United States,USA,1/20/2021,4.27,2668
United States,USA,1/21/2021,4.5,2733
United States,USA,1/22/2021,4.86,2917
United States,USA,1/23/2021,5.2,3162
United States,USA,1/24/2021,5.53,3355
United States,USA,1/25/2021,5.76,3368
United States,USA,1/26/2021,5.95,3346
United States,USA,1/27/2021,6.19,3472
United States,USA,1/28/2021,6.49,3694
United States,USA,1/29/2021,6.83,3749
United States,USA,1/30/2021,7.2,3861
United States,USA,1/31/2021,7.54,3962
United States,USA,2/1/2021,7.78,4053
United States,USA,2/2/2021,7.91,3947
United States,USA,2/3/2021,8.12,3941
United States,USA,2/4/2021,8.34,3849
United States,USA,2/5/2021,8.64,3816
United States,USA,2/6/2021,9.05,4041
United States,USA,2/7/2021,9.44,4309
United States,USA,2/8/2021,9.67,4355
United States,USA,2/9/2021,9.83,4453
United States,USA,2/10/2021,10.1,4652
United States,USA,2/11/2021,10.38,4778
Wales,,12/13/2020,0.26,
Wales,,12/14/2020,,705
Wales,,12/15/2020,,705
Wales,,12/16/2020,,705
Wales,,12/17/2020,,705
Wales,,12/18/2020,,705
Wales,,12/19/2020,,705
Wales,,12/20/2020,0.75,705
Wales,,12/21/2020,,685
Wales,,12/22/2020,,664
Wales,,12/23/2020,,644
Wales,,12/24/2020,,624
Wales,,12/25/2020,,604
Wales,,12/26/2020,,584
Wales,,12/27/2020,1.15,563
Wales,,12/28/2020,,574
Wales,,12/29/2020,,585
Wales,,12/30/2020,,596
Wales,,12/31/2020,,607
Wales,,1/1/2021,,618
Wales,,1/2/2021,,629
Wales,,1/3/2021,1.6,640
Wales,,1/4/2021,,780
Wales,,1/5/2021,,920
Wales,,1/6/2021,,1061
Wales,,1/7/2021,,1201
Wales,,1/8/2021,,1341
Wales,,1/9/2021,,1482
Wales,,1/10/2021,2.73,1622
Wales,,1/11/2021,2.89,1627
Wales,,1/12/2021,3.22,1854
Wales,,1/13/2021,3.58,2149
Wales,,1/14/2021,4.01,2525
Wales,,1/15/2021,,2678
Wales,,1/16/2021,,2830
Wales,,1/17/2021,4.81,2982
Wales,,1/18/2021,5.14,3211
Wales,,1/19/2021,5.58,3385
Wales,,1/20/2021,6.04,3522
Wales,,1/21/2021,6.73,3907
Wales,,1/22/2021,7.63,4804
Wales,,1/23/2021,8.39,5510
Wales,,1/24/2021,8.59,5412
Wales,,1/25/2021,9.18,5798
Wales,,1/26/2021,9.91,6197
Wales,,1/27/2021,10.66,6611
Wales,,1/28/2021,11.49,6807
Wales,,1/29/2021,12,6250
Wales,,1/30/2021,12.8,6307
Wales,,1/31/2021,13.2,6605
Wales,,2/1/2021,13.94,6822
Wales,,2/2/2021,14.67,6829
Wales,,2/3/2021,15.56,7025
Wales,,2/4/2021,16.59,7327
Wales,,2/5/2021,17.67,8179
Wales,,2/6/2021,18.7,8517
Wales,,2/7/2021,19.16,8592
Wales,,2/8/2021,19.94,8679
Wales,,2/9/2021,20.79,8856
Wales,,2/10/2021,21.7,8886
World,OWID_WRL,12/13/2020,0,
World,OWID_WRL,12/14/2020,,98
World,OWID_WRL,12/15/2020,0,98
World,OWID_WRL,12/16/2020,,65
World,OWID_WRL,12/17/2020,,49
World,OWID_WRL,12/18/2020,,39
World,OWID_WRL,12/19/2020,0,33
World,OWID_WRL,12/20/2020,0.02,49
World,OWID_WRL,12/21/2020,0.02,37
World,OWID_WRL,12/22/2020,0.02,24
World,OWID_WRL,12/23/2020,0.02,33
World,OWID_WRL,12/24/2020,0.03,35
World,OWID_WRL,12/25/2020,0.03,35
World,OWID_WRL,12/26/2020,0.04,53
World,OWID_WRL,12/27/2020,0.05,41
World,OWID_WRL,12/28/2020,0.05,46
World,OWID_WRL,12/29/2020,0.05,50
World,OWID_WRL,12/30/2020,0.07,58
World,OWID_WRL,12/31/2020,0.07,117
World,OWID_WRL,1/1/2021,0.07,118
World,OWID_WRL,1/2/2021,0.1,144
World,OWID_WRL,1/3/2021,0.11,147
World,OWID_WRL,1/4/2021,0.12,154
World,OWID_WRL,1/5/2021,0.13,178
World,OWID_WRL,1/6/2021,0.14,178
World,OWID_WRL,1/7/2021,0.15,140
World,OWID_WRL,1/8/2021,0.17,163
World,OWID_WRL,1/9/2021,0.17,208
World,OWID_WRL,1/10/2021,0.2,226
World,OWID_WRL,1/11/2021,0.24,268
World,OWID_WRL,1/12/2021,0.25,266
World,OWID_WRL,1/13/2021,0.26,312
World,OWID_WRL,1/14/2021,0.28,336
World,OWID_WRL,1/15/2021,0.31,361
World,OWID_WRL,1/16/2021,0.32,291
World,OWID_WRL,1/17/2021,0.32,278
World,OWID_WRL,1/18/2021,0.34,248
World,OWID_WRL,1/19/2021,0.38,313
World,OWID_WRL,1/20/2021,0.41,387
World,OWID_WRL,1/21/2021,0.43,398
World,OWID_WRL,1/22/2021,0.46,418
World,OWID_WRL,1/23/2021,0.49,454
World,OWID_WRL,1/24/2021,0.52,482
World,OWID_WRL,1/25/2021,0.54,504
World,OWID_WRL,1/26/2021,0.56,459
World,OWID_WRL,1/27/2021,0.59,526
World,OWID_WRL,1/28/2021,0.62,545
World,OWID_WRL,1/29/2021,0.65,555
World,OWID_WRL,1/30/2021,0.68,569
World,OWID_WRL,1/31/2021,0.71,602
World,OWID_WRL,2/1/2021,0.73,609
World,OWID_WRL,2/2/2021,0.75,608
World,OWID_WRL,2/3/2021,0.77,603
World,OWID_WRL,2/4/2021,0.8,613
World,OWID_WRL,2/5/2021,0.83,604
World,OWID_WRL,2/6/2021,0.86,618
World,OWID_WRL,2/7/2021,0.89,602
World,OWID_WRL,2/8/2021,0.91,605
World,OWID_WRL,2/9/2021,0.93,792
World,OWID_WRL,2/10/2021,0.98,735
World,OWID_WRL,2/11/2021,1.01,720
